pinotUpdatedTs,orderId,taskId,imageUrl,originalUrl,imageDecision,isHumanFaceDetected,reviewAiCorrect,reviewConfusionMatrix,reviewComments
6/18/2026,2.00015E+14,62276aaa-23df-4099-88d0-b207c8d23f8b,http://images.delivery.walmart.com/f736fdb7-04f1-4ec4-bd6d-ed9a6dad9ac9.jpeg,http://images.delivery.walmart.com/675754a9-a472-45f6-92aa-f422a772baa7.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,7c9d00dc-d693-4b81-9517-18a961bcb44c,http://images.delivery.walmart.com/d23103e6-7493-451a-8841-1295ba26c2f7.jpeg,http://images.delivery.walmart.com/d8295c17-6aea-4253-afc7-6f4d26878ca3.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,cb093f7f-d86b-d8e0-3c6e-d49be1700794,http://images.delivery.walmart.com/bb6c4d92-cebf-4ede-8203-7a4a6855c211.jpeg,http://images.delivery.walmart.com/ecc090ad-2168-4e8c-b9f4-db31970e195d.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,f9f55bc8-59e4-4f1a-95a4-06b7f36466a9,http://images.delivery.walmart.com/5893e727-fa4f-419e-a1e0-8116671f750f.jpeg,http://images.delivery.walmart.com/610d39f9-6aa7-4466-8427-ba1568d713cb.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,55695c0e-666b-4558-bab1-209551b81f58,http://images.delivery.walmart.com/6ac20e53-e7ea-448f-a8f3-788eec42bf86.jpeg,http://images.delivery.walmart.com/5cb92339-640d-4606-bbe0-05c84485cccb.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,0c23b11a-03de-4689-b996-53ba5841cbbc,http://images.delivery.walmart.com/65a36fed-bf5c-4cb8-bf3b-081d16b187d6.jpeg,http://images.delivery.walmart.com/ee672565-db16-4728-900d-4386f5e5f003.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,4edd52bb-ad54-4478-96d7-fb975fb3e564,http://images.delivery.walmart.com/e412d36c-80f9-440d-9788-e45511667572.jpeg,http://images.delivery.walmart.com/bd398193-00b3-4d51-982b-f60b311ae548.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,2c9f7acc-c99b-4091-84cf-e6d07f239c67,http://images.delivery.walmart.com/67c96882-f8fe-4d0e-84ae-aaa8fac80049.jpeg,http://images.delivery.walmart.com/d363c8be-1c69-49c4-9984-f0df38f3c6d6.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,4d18e71f-50da-a80a-5c71-94b940e9e2d1,http://images.delivery.walmart.com/479cc091-7e34-4edf-bf21-cb396be6c9e6.jpeg,http://images.delivery.walmart.com/9acd1c16-d1b0-4394-abd6-c6fb40b51d84.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,18b75422-70bc-484a-a7ab-39a38ef56a13,http://images.delivery.walmart.com/4435e45a-7eca-4f4a-a696-5739a5a9d8b8.jpeg,http://images.delivery.walmart.com/5456dbee-1526-4899-ac25-2d8fc2d51844.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,0baa5825-1bcd-456a-ba9d-804ba2984000,http://images.delivery.walmart.com/ad998582-85b7-47b7-9306-c4d76930b9cd.jpeg,http://images.delivery.walmart.com/1faa12a4-1422-4ee2-b432-d403f078ca1c.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,e077509d-4482-4aaa-82e3-c86a2e3f7f39,http://images.delivery.walmart.com/55d86605-96c5-49de-9ec4-c2721a42ead7.jpeg,http://images.delivery.walmart.com/c827cee6-e4db-4dc0-a3be-4f4f9d941ec3.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,70c2e493-7d6f-4dfc-a3f2-996df34fcb92,http://images.delivery.walmart.com/7874b634-5126-4201-8941-9db64fe7a9b0.jpeg,http://images.delivery.walmart.com/b209bb06-337b-447b-b8bd-56be8dc725a9.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,93ec1961-3d2f-4c5d-8a04-0e577ae99bce,http://images.delivery.walmart.com/b42d637b-178e-49dd-ac34-bd2ed1c95c72.jpeg,http://images.delivery.walmart.com/cdc54f22-5587-4a0c-a154-429866c01cb8.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,9d7a656c-b43c-47c3-9af8-5f8c64823825,http://images.delivery.walmart.com/8d1c5a73-b825-4b4b-a4d9-2975a6b94997.jpeg,http://images.delivery.walmart.com/8852a017-bc6b-42df-b6c8-a3e6a72e7141.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,16644e62-c5b3-38f8-269e-2ee283676e0c,http://images.delivery.walmart.com/0042f384-f63b-4246-ab34-053615644d52.jpeg,http://images.delivery.walmart.com/65824af4-79a4-4e6b-8885-20575a8f180d.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,17e15fb5-84bc-4176-981a-2f729fc499db,http://images.delivery.walmart.com/96df2361-7383-4c61-940a-a06d74f6bbd2.jpeg,http://images.delivery.walmart.com/098286cc-66a0-4b03-8e58-4a48ecb7fd65.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,19553e5f-94d3-4c10-9b50-2f233532226c,http://images.delivery.walmart.com/12ab8fc7-817e-4024-9c94-aa398278f5d2.jpeg,http://images.delivery.walmart.com/8a9f94fe-1ec7-4e7c-8fd7-de0300706992.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,0ed2a624-5d8d-4b28-a167-f9e0d5345735,http://images.delivery.walmart.com/f92c48bb-144d-4564-aebc-1313e0b38523.jpeg,http://images.delivery.walmart.com/5281bfd2-f042-4ba6-ba7a-22feba3eb9fe.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,7c94c972-ac84-466a-84b1-791fc016d159,http://images.delivery.walmart.com/d9620719-021a-48c8-b04d-3d8b626f34f9.jpeg,http://images.delivery.walmart.com/5e290db7-1099-4d8f-b50d-b1c2ebc578fc.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,d3b36427-8619-4863-847b-3ff0a3e4b2a4,http://images.delivery.walmart.com/d18ff892-f2bf-4097-8bba-24556d4e2ded.jpeg,http://images.delivery.walmart.com/8e88ed61-9453-4797-99b0-fd0a7cf90c02.jpeg,unacceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,7d080452-ec70-4b39-83df-3288586ab1f3,http://images.delivery.walmart.com/14540d77-8250-407d-963d-764ab7ac43f5.jpeg,http://images.delivery.walmart.com/3ef6f5c0-cc4c-48b7-9f0d-b841c1a6b799.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,47db3fb4-7759-4413-a2a4-024291619f60,http://images.delivery.walmart.com/cd311128-41a6-42e1-baf9-c5577e76e455.jpeg,http://images.delivery.walmart.com/a1198ad2-89ea-483d-9907-28da17731e35.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,9babf64d-6478-4219-9809-04729da686f0,http://images.delivery.walmart.com/bb8d7da3-ad8e-490d-a184-591615a64aa4.jpeg,http://images.delivery.walmart.com/0312f1bf-c974-4c5b-907f-edc5cb15f898.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,2ff7d188-d7a2-4b7f-8938-d77efe2ac9e0,http://images.delivery.walmart.com/282aa178-2c8b-488f-b338-779b6b19aa62.jpeg,http://images.delivery.walmart.com/a2cdb526-5767-4aec-99a2-c07d060ba945.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,d5bbdd42-39bd-49cf-862e-12ece8f2ce38,http://images.delivery.walmart.com/756243f2-bf19-4a70-8ee5-d00638f27070.jpeg,http://images.delivery.walmart.com/ca5546c0-5b39-444f-b257-a1e412e7d43a.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,33eef9d0-fb85-4a65-8843-94c09d0e626b,http://images.delivery.walmart.com/cceddd9c-d1fd-42a4-932b-1c16cbef3773.jpeg,http://images.delivery.walmart.com/1e46405e-efc6-436c-a51e-3b94e5e2b8cf.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,e381d628-5468-4c39-ae71-452f3abeec55,http://images.delivery.walmart.com/c5408a16-b0c4-42fa-87e0-11092eda044b.jpeg,http://images.delivery.walmart.com/fa854e09-1c76-4065-92da-c9da22c82e78.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,71b1d42b-6ec6-4861-b4b3-38ed601fdec9,http://images.delivery.walmart.com/ee17451a-a7a4-4b26-b43e-9b84bc2da879.jpeg,http://images.delivery.walmart.com/02d72f29-dc3f-47a7-9352-e3cc5dd67bf9.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,5ebca391-763b-44af-8f7e-331bf85069d1,http://images.delivery.walmart.com/28d94d4e-b86c-42a3-b918-e61c8837723b.jpeg,http://images.delivery.walmart.com/c0bb5705-3cc9-4866-813e-3b7427fa9f61.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,991352c5-b061-45ac-b9e1-6908f2c92f39,http://images.delivery.walmart.com/d69412d5-193a-4c72-a233-e45342ae45d3.jpeg,http://images.delivery.walmart.com/fad4ce27-4afd-4e24-a55e-2cd3543e2c3d.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,8562d0ee-98d8-496d-a8cf-1b7476c58c86,http://images.delivery.walmart.com/c4852a28-d41e-487f-87d1-69c1b0a39c97.jpeg,http://images.delivery.walmart.com/0e94bc2e-b6b1-4fa1-832b-c6a01238485c.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,9f6526d8-df7b-4627-a99e-bdbdb5c233d0,http://images.delivery.walmart.com/9bda7a05-b48c-4559-8673-4afdcc06a935.jpeg,http://images.delivery.walmart.com/0c8dea3e-cd2d-4fd9-a4fb-7ef9975646c2.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,7410ed0b-448f-4585-8898-745418940e21,http://images.delivery.walmart.com/160ad139-1f53-4dce-8909-263b07ce6e11.jpeg,http://images.delivery.walmart.com/cf202fd4-72c6-49cd-89e6-fb3d739a9201.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,11ae236d-5b23-48b9-a635-23743063f0ac,http://images.delivery.walmart.com/223e3cac-26e0-464e-8418-bbc9d76a4480.jpeg,http://images.delivery.walmart.com/a7f29db3-d102-4eeb-96e5-347d9ba3080d.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,4d768ed5-8dfd-b023-543a-39b11ccd6723,http://images.delivery.walmart.com/50a80641-73f4-4847-9d2d-4f777e22552d.jpeg,http://images.delivery.walmart.com/dabfd05d-8af5-4aab-8040-4646865578f8.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,5f0db137-9689-4302-8b6b-9815f363aab5,http://images.delivery.walmart.com/b848ebdd-2b4e-4adf-9e98-0476856be537.jpeg,http://images.delivery.walmart.com/fd227daf-8bc8-428f-abd0-9eec8a69161f.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,59fd7a6f-f072-49e6-8d03-0c6f7c19894f,http://images.delivery.walmart.com/a8bad3b3-0ad0-4063-8f07-2259c1197f30.jpeg,http://images.delivery.walmart.com/6603ac52-7dd5-4f72-b267-e879896d08a8.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,9fca1fdd-de9f-4768-aa7f-8f2eb95c1027,http://images.delivery.walmart.com/1b6854a7-12b0-4793-ad26-c7314d4970fd.jpeg,http://images.delivery.walmart.com/00a3c269-d979-441b-9f86-f984f2860968.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,58deaa11-ce65-42c3-9044-fc83f9ce71ff,http://images.delivery.walmart.com/59cc1365-f9f2-485f-8841-ab6da3864dfb.jpeg,http://images.delivery.walmart.com/0ab098e4-2b76-4af1-943a-28937c87db7a.jpeg,unacceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,ac371651-7e01-4922-a60f-22be2cf14d61,http://images.delivery.walmart.com/9c5c0253-76f2-47ca-a7a2-5bfa475e8822.jpeg,http://images.delivery.walmart.com/3948702d-b373-4f10-88bc-7dc9db38eb26.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,97f35a7b-f365-6067-6e56-2d2259c17de7,http://images.delivery.walmart.com/4e4ce89e-17a3-4915-a686-418c4be1d69f.jpeg,http://images.delivery.walmart.com/fc306c43-7663-49ec-bb47-e5199fa37d21.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,7e431b5a-e207-4c79-a8ed-ccf1b6a1a37a,http://images.delivery.walmart.com/2529dd94-8ff7-44e8-8056-0e83a8f0a0a8.jpeg,http://images.delivery.walmart.com/ba9d1554-2354-4a65-8c6a-b27c96ddae3d.jpeg,unacceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,83a82a37-6d5e-4ac5-b97b-5a28e520549c,http://images.delivery.walmart.com/5362829a-e71e-49a3-ba20-a3c06f23418b.jpeg,http://images.delivery.walmart.com/422cb19e-684a-4476-b68b-cf78825ae36b.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,19975ed4-9636-49e5-9ef1-dd9929c68e44,http://images.delivery.walmart.com/19509a79-aa6d-4f56-af59-8e53de0b85d9.jpeg,http://images.delivery.walmart.com/2306f87e-35db-4c13-bc7c-520d2e67cf36.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,798e631a-ebc8-4865-b49b-29bb140b2e6d,http://images.delivery.walmart.com/6fba5e4f-06e7-443c-aee5-554d7dfb67e5.jpeg,http://images.delivery.walmart.com/40527d2e-15fe-4e35-9c6d-1cae637ba6de.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,bdae5233-acbe-4f4a-8b3d-3872e9525d36,http://images.delivery.walmart.com/1aaf3f09-3d86-4b4f-842d-d68dedb7bada.jpeg,http://images.delivery.walmart.com/a70733e5-7be8-43fa-8aff-016476a0d011.jpeg,acceptable,TRUE,Yes,True Positive,Not a real Human face
6/18/2026,2.00015E+14,8acbfd49-c323-4798-8595-40d8e4903b08,http://images.delivery.walmart.com/6f72e1e4-66ca-4aa3-9140-19ecd8668a1e.jpeg,http://images.delivery.walmart.com/3416544d-6ed5-4010-b5e3-518f52c4adf1.jpeg,acceptable,TRUE,No,False Positive,Paper towel
6/18/2026,2.00015E+14,070c7089-afa9-47f5-96b9-e64a9ef37c74,http://images.delivery.walmart.com/7e4dfe36-6aeb-4d35-9980-9fb3e09bae9d.jpeg,http://images.delivery.walmart.com/ee98d74c-7519-4418-9da3-ae143a022741.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,7ce1de33-d611-6ce0-9daa-3556b6b0e114,http://images.delivery.walmart.com/eb1f406d-c939-4283-91ef-ddeecebfd886.jpeg,http://images.delivery.walmart.com/030e329d-931b-4ffa-85e9-4248e7f03ace.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,c1062383-f547-41d6-baf8-201f55cbcb37,http://images.delivery.walmart.com/8aa08cbd-74bc-465e-b57b-732cd2871e34.jpeg,http://images.delivery.walmart.com/df181ef8-a055-4dc3-8b8b-8a0b4f836706.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,58de6eca-58f7-43b0-b772-c18145539c92,http://images.delivery.walmart.com/469c3305-7c9a-40cb-8ee8-138910e8a00f.jpeg,http://images.delivery.walmart.com/8ef1fa76-083f-4eb6-969f-c7a888143a0d.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,fe850478-5674-4acf-ada6-11b5fae7fc23,http://images.delivery.walmart.com/03499f27-fbdc-463b-8cc9-54c45a820082.jpeg,http://images.delivery.walmart.com/2fc40121-bdd9-4400-a4be-89d5d6bcf520.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,663532ae-c9cd-468a-c4ba-75645fca4cf8,http://images.delivery.walmart.com/7b5a9211-dfe4-46cc-9744-ff071bb6787c.jpeg,http://images.delivery.walmart.com/1ef48aad-4bbf-4ab6-92f4-864d2734e492.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,26ab79f4-87a7-49e7-998c-0645c49641e8,http://images.delivery.walmart.com/6afe7182-58d3-4016-9dd5-cb309f826b33.jpeg,http://images.delivery.walmart.com/82859a37-0768-4447-b2dc-b8f59e2088e5.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,647ea3f6-70ed-4ff2-9554-ca4d7060dfa7,http://images.delivery.walmart.com/dd750a70-bab1-4c0f-b4be-bc060cc9721c.jpeg,http://images.delivery.walmart.com/1f31cd10-4c8d-462a-b3b6-638fa74e9a63.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,c4088668-5ccc-4a70-b97b-0c0b299f5041,http://images.delivery.walmart.com/722f06b0-d2b2-4f6b-9246-bda0adb136c7.jpeg,http://images.delivery.walmart.com/e6747a78-236a-4485-95ab-356360604551.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,402025d2-48bd-458e-87b8-3677b2961648,http://images.delivery.walmart.com/c0bf19d8-3a32-4e8d-8bb2-b2e13d202132.jpeg,http://images.delivery.walmart.com/a030a43f-51c5-48f9-9841-445ec0f8c669.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,a1db7b11-ec6c-492a-8476-fe4fc3a70912,http://images.delivery.walmart.com/7429cd0a-2fa3-440d-9778-31aac945a9fc.jpeg,http://images.delivery.walmart.com/bf2d6f6e-2c43-45f5-9e3e-7550afd788a5.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,b790b2ad-e1c4-d161-6548-2f3978d946b7,http://images.delivery.walmart.com/cf954036-0cd9-4af3-8418-5ab0fa7a2ca3.jpeg,http://images.delivery.walmart.com/f056e38d-dc2f-4084-8f04-5acbaf697e6c.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,fc957483-ad81-4c31-9b6d-6225074387fe,http://images.delivery.walmart.com/ad4de6d3-357e-4947-938a-767780586c89.jpeg,http://images.delivery.walmart.com/447ae007-050d-41e5-8c60-6f03d681e721.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,bd426f05-4ce3-45b2-bd7f-903f924d678d,http://images.delivery.walmart.com/8e14175a-9119-4656-9ab8-e5d5afe0c3d2.jpeg,http://images.delivery.walmart.com/757da69e-adee-470e-b832-d99b1ced30e5.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,badb945d-80c0-490f-b7b3-1d1f4d3ef46b,http://images.delivery.walmart.com/b25e350d-8dad-48b2-84d0-46d937b9b8d1.jpeg,http://images.delivery.walmart.com/6473e7b6-1d88-4ac4-b711-7180a28c07cc.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,46d7299c-08dd-4375-ab2b-dc3b6f5d57b1,http://images.delivery.walmart.com/5202da28-d9d8-4694-8b7d-889a5b1cb23a.jpeg,http://images.delivery.walmart.com/7f5292d3-e056-4fd6-8d6e-91f5d2b5b78b.jpeg,acceptable,TRUE,No,False Positive,
6/18/2026,2.00015E+14,cb36cd44-131f-4651-a21e-ff103fc8ac40,http://images.delivery.walmart.com/53fecead-1540-41eb-86bf-ae7f039591d4.jpeg,http://images.delivery.walmart.com/c5b2bc67-ea7b-4a4d-a71a-0e3bbff2365b.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,b5da3a4a-44fa-4856-85ed-f44cef3d1488,http://images.delivery.walmart.com/656f111c-94ea-463a-b161-e5cd77c511e1.jpeg,http://images.delivery.walmart.com/93c70061-b433-4aee-a3ba-a968b2779454.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,4970afeb-0441-4bc3-b452-de04079caebf,http://images.delivery.walmart.com/949c847d-cea1-40eb-8d56-bf53c37e24d9.jpeg,http://images.delivery.walmart.com/30135597-ea24-4424-9a49-77d957fe13c8.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,47b9b004-0391-4515-8fcb-86a246a55d2f,http://images.delivery.walmart.com/3821320c-e7f4-4ade-b7b3-e96cf44c26b8.jpeg,http://images.delivery.walmart.com/f0cc83ea-8e84-4fd1-8cc5-687cbefca6d5.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,e8e8fc09-4abf-c74a-8967-c211ec100827,http://images.delivery.walmart.com/284bc4e3-b7f7-4d6a-b33f-99b5ad21b4de.jpeg,http://images.delivery.walmart.com/355cf034-a842-46be-8d7f-5b6c87cbde0d.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,83d2e5c1-48d9-423d-9a47-78bec66188fc,http://images.delivery.walmart.com/e5881396-18db-4f4a-8238-5e11408e0201.jpeg,http://images.delivery.walmart.com/25e3f22f-a6c0-41b3-9f3d-1b85bd325d5a.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,6d34b2a2-d856-4d14-827a-0dfe453b185d,http://images.delivery.walmart.com/3e801b4c-8cdb-4954-95b2-4a50631f61cc.jpeg,http://images.delivery.walmart.com/b761de11-d99b-4881-8059-c4d97036bccc.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,cb1b8fdd-e4f8-4ece-a239-382f84146df9,http://images.delivery.walmart.com/9cfe936b-7a05-41cf-b4c6-0fc4e372742f.jpeg,http://images.delivery.walmart.com/7e816bb9-8990-47ee-8fd0-b9b86a69c05f.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,c6ad92e5-c9ce-4fab-82a5-4bb82d4b9123,http://images.delivery.walmart.com/b2d554a0-5b74-4f69-ba81-dba788010310.jpeg,http://images.delivery.walmart.com/c5dd43b4-e5bb-4991-a8d6-a210c7e3e73c.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,6545d669-e64d-4fc0-b54b-0875af6871b1,http://images.delivery.walmart.com/f8cdb2c7-35d6-4d2e-9b7e-448c01be353b.jpeg,http://images.delivery.walmart.com/66217e75-a773-40a4-aa6f-79fa41202703.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,1e3520e7-42cc-4f51-aeb6-5889cf1f6a3c,http://images.delivery.walmart.com/455f8e48-9b5a-4dce-9e6c-8c1a45b6ed3f.jpeg,http://images.delivery.walmart.com/f2e6ab1a-2a7f-46f2-88e3-ba0712a31238.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,6f913998-5c6b-cff8-df32-3cec4e079c8f,http://images.delivery.walmart.com/f9cd1c19-c991-4959-ab2d-be7f6fdda882.jpeg,http://images.delivery.walmart.com/26604413-a31e-45de-acc0-3110c74d9cc9.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,99828af7-1175-457f-a80e-a680d7d97857,http://images.delivery.walmart.com/86e502fe-a151-485d-be55-5ca7226dd9eb.jpeg,http://images.delivery.walmart.com/d2ae0756-85e7-4fda-b2d5-5b5e8f825ddc.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,ebc4e309-cebe-4539-d750-ebfa8d65310c,http://images.delivery.walmart.com/04698ec1-ef24-4c46-a7f9-25782579ac7b.jpeg,http://images.delivery.walmart.com/7d0e9dba-2b7b-4135-afab-1f2ec6e6d689.jpeg,acceptable,TRUE,Yes,True Positive,
6/18/2026,2.00015E+14,05906677-65ea-4d84-8bc6-c51128f579c9,http://images.delivery.walmart.com/28b0370e-567c-42b0-ba77-49f2e1021b77.jpeg,http://images.delivery.walmart.com/4ee2872d-e08a-48c3-9bfd-11d50497ac90.jpeg,acceptable,TRUE,Yes,True Positive,
