pinotUpdatedTs,orderId,taskId,imageUrl,originalUrl,imageDecision,isProfanityDetected,reviewAiCorrect,reviewConfusionMatrix,reviewComments
7/6/2026,2.00015E+14,af1daa5c-50fd-a649-dc2d-8888c0c77de5,http://images.delivery.walmart.com/ca335954-fbdb-4929-a15f-055a11eb25ca.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,23e70b81-8108-436d-a146-7434a4aff3d2,http://images.delivery.walmart.com/4be58091-27d8-4961-a17d-034cee364732.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,df295090-ab97-4827-826b-09f3111ae733,http://images.delivery.walmart.com/13e879c4-f3ef-4801-9d2d-2681ac096796.jpeg,http://images.delivery.walmart.com/69d2f5e4-c121-4d67-acbd-8b13d5b39e24.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7a21c22b-3882-250e-3110-14bb3a7ad5f0,http://images.delivery.walmart.com/f44e101e-28a7-419f-9720-bcfcefea3195.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,2db0ecf6-dccc-4407-8916-2b05f83f2c1b,http://images.delivery.walmart.com/958215e5-a95d-4884-9a35-fe8ab3e28daf.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,1ab520aa-bda3-4682-9f6e-6a8e779beac3,http://images.delivery.walmart.com/fc556a17-18a1-43ae-9dd4-6f6e5fe931a2.jpeg,http://images.delivery.walmart.com/8552a5bc-e077-49b0-a5f2-d26b0cf0b6fd.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,1abe96a1-855e-464d-bf13-88a07719fdc6,http://images.delivery.walmart.com/2922ee11-fdec-4235-ab22-c5befff123f0.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,8404166a-a573-cce4-3bd1-d72ad6d7ce76,http://images.delivery.walmart.com/3ec5d27a-ca11-4a3b-a2c3-d2abf4a6bd0e.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,acbf673f-63b7-423b-9098-bc93a73caba7,http://images.delivery.walmart.com/0d0a5064-7ce2-46ed-8da1-e25feaf11a68.jpeg,http://images.delivery.walmart.com/f98fb4ab-08d0-4bf0-8574-5a4d119e7427.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,c2396c3d-db36-44de-8522-e8eeb5495b5c,http://images.delivery.walmart.com/33adb58e-a08b-4851-a216-4653de6fb70d.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,e70bf652-21e5-4f35-a4b2-0d73433a7e87,http://images.delivery.walmart.com/0765b462-c765-4752-adc6-779f34110556.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7ac21a84-f64a-4a87-e297-ec1a7409dea8,http://images.delivery.walmart.com/3e4bd722-b894-49fb-88b1-6e4e0b2c32f1.jpeg,http://images.delivery.walmart.com/b5180297-4dca-4d93-a4f2-3847325fd9dc.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,d600a18b-203d-49cb-93ef-fdfaec6fed0c,http://images.delivery.walmart.com/146eb847-f58e-4b71-81da-36e144811be3.jpeg,http://images.delivery.walmart.com/908c5c76-b1e4-4112-ae58-0dd40f3bc9ba.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,cf333550-a02a-4a53-8741-6ed619426700,http://images.delivery.walmart.com/2089cc35-730b-44d0-9ade-13653860c20d.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,72b44557-9501-4ca6-837c-b5b2ac6b640a,http://images.delivery.walmart.com/268e3b78-5911-4a26-aa7d-b15e5eb7952e.jpeg,http://images.delivery.walmart.com/77064243-2874-431c-ab56-b1d4e1f48f3c.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,6ecf9ecd-10c9-4160-94c4-7e227eb8dcfe,http://images.delivery.walmart.com/55f49711-0812-4366-8863-bc1bbfda5541.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,dec7c145-4b5d-49a0-83ef-4fccc714aaf9,http://images.delivery.walmart.com/11bc008c-84b4-4b19-9ccc-5f225ac813fb.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,bdf38591-d09a-4e14-a3e3-388469193fea,http://images.delivery.walmart.com/9fcb8232-6a2a-4b93-ac54-b67de4885b30.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,b635b5c1-15a0-47ed-9e48-549edb7043e7,http://images.delivery.walmart.com/7a0d361b-ad5b-4709-8379-dae70bd5b43c.jpeg,null,unacceptable,TRUE,Yes,,Finger
7/6/2026,2.00015E+14,4cc4e402-4b44-41bd-a1e0-ac187e51d90c,http://images.delivery.walmart.com/5e7913b6-5a6f-426b-b96c-f57b5b35cb5a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,51c6157c-d685-4eb8-bdb6-8aeb52c73f54,http://images.delivery.walmart.com/017c1c7c-90e0-476b-a762-99a770ff49a9.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7c76e66e-2dfd-4c19-83c4-19b106ccdd75,http://images.delivery.walmart.com/e50d8a86-4c71-4c3d-869e-fbd96369f1a2.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,f2c67e67-568b-45fc-9fda-dec58a2646a7,http://images.delivery.walmart.com/d08990dc-e320-4c6c-b67d-e1d4d608cb46.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,28107919-0ae8-ac11-fcfd-31a427f36928,http://images.delivery.walmart.com/69c42ea7-1b4c-42de-8078-afe4e27bb24e.jpeg,http://images.delivery.walmart.com/1bacaa99-4e75-4bbc-8c30-4abe18fc5521.jpeg,unacceptable,TRUE,Yes,,Finger
7/6/2026,2.00015E+14,0fe6ae04-9a8a-a0cf-b67b-7b38c9f81bbb,http://images.delivery.walmart.com/3eb11884-bbc9-474c-b593-dd672a29d364.jpeg,null,unacceptable,TRUE,Yes,,Finger
7/6/2026,2.00015E+14,f6f63d66-69d5-4da6-9579-adcd1cc82520,http://images.delivery.walmart.com/449c940b-2f50-4cad-912d-5164b2271c41.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,8cc22d4c-7d32-44d9-8648-f43c397f2092,http://images.delivery.walmart.com/e9016910-faef-40be-8413-7ac2e5eda31a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,e0963dc7-b9dc-49b5-8beb-7ca0b3680f88,http://images.delivery.walmart.com/2ef6f89b-6ae3-4e56-9db1-ccd28e82a8f2.jpeg,http://images.delivery.walmart.com/c7a0468c-90af-4e2d-a263-43563f3974d2.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,91ba1c6a-37eb-4d10-84d7-e1d3d1e26654,http://images.delivery.walmart.com/7bcef6b1-5b4b-4b40-bac7-2d0c6df30d8f.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,81442a93-8668-4180-bcef-550387ac71d0,http://images.delivery.walmart.com/503554b5-d7ad-4f56-be6e-0ff17d1f4fb6.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,3380cea4-5951-41e3-8ecb-c66f5122c457,http://images.delivery.walmart.com/696def40-646e-4ff8-b1bd-a47ee255ad45.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,a59dcf8d-434b-bf81-d12d-1872920a8683,http://images.delivery.walmart.com/2fa590ae-91eb-4932-955e-73d6497aebde.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,fc670666-2a50-3649-8aff-4f29d9cda5bd,http://images.delivery.walmart.com/49c716d1-9593-46c0-99fa-79d57ef16021.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,158f8038-1983-4124-8ff0-0a1602c34ce5,http://images.delivery.walmart.com/0307f1d4-f1a4-4ae6-ba9a-7496a4076fee.jpeg,http://images.delivery.walmart.com/7846addf-e549-4607-8a80-f0c014c5b68b.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,eb7d7615-0321-aa93-ef1b-d81b52ebd6d8,http://images.delivery.walmart.com/7f1170da-5358-4232-8259-1ee236c7d9b0.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,ba0da358-e18c-4c51-827d-88d056e29995,http://images.delivery.walmart.com/b4793ef8-cbef-44bb-8b18-a510eab26dda.jpeg,http://images.delivery.walmart.com/fde19a65-521a-4bf1-b2cc-044473cf5e59.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,bada99cc-1b2d-9284-7e09-3289af9bf250,http://images.delivery.walmart.com/ce8e2d60-793e-4d70-9087-72d39c668c9a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,9aeed547-1892-4869-bcf4-b98a705e05b2,http://images.delivery.walmart.com/dbd21a58-273d-4eeb-9a06-dd932f43645f.jpeg,http://images.delivery.walmart.com/8d8996a5-3eea-403b-85d6-000871236ac4.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,be81e911-4666-42d7-8858-adc5d917683c,http://images.delivery.walmart.com/95f0e98f-98ea-45d4-9684-441e014bc26d.jpeg,http://images.delivery.walmart.com/3d8ce711-6287-4a7e-950d-33a44b1d2f9d.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,6074e70c-583f-b21b-e597-e19d64d99973,http://images.delivery.walmart.com/ae8a603d-cd7a-4905-a6e5-308e8150643c.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,c65cb669-df7e-4d35-ab8a-25e8b0d7c218,http://images.delivery.walmart.com/9c6543cd-bb40-4a2d-9a67-e0b619cc2b22.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,f78d9b72-4906-4c6b-b1d1-b74ebd77d5a0,http://images.delivery.walmart.com/6f97050a-2ad6-4556-b7d7-45128579cd17.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,ef1949d5-5904-4cc7-8030-77d8eecb8b1f,http://images.delivery.walmart.com/047709b7-48bd-4785-bfe6-91fada6fb2f0.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,0da65c2b-ce6f-4ea1-b7ac-6ac23272fc54,http://images.delivery.walmart.com/ec458d38-8145-48ba-bb11-323537b94c34.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,41ab0854-eb10-98fb-1610-81e3097c381b,http://images.delivery.walmart.com/02016ead-7ab2-48fe-b343-92740d725c8d.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,876967c9-9123-4807-912e-20c03befd63a,http://images.delivery.walmart.com/a85e57fe-134d-4c36-a15c-6c632ad6fa1b.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,9961f07a-3dc5-4e71-9640-f9573a9342e2,http://images.delivery.walmart.com/2faa96cd-5d4f-4d44-8d5b-9a01aa219518.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,628ffc05-c08f-4a53-8ac4-d0925ce32eda,http://images.delivery.walmart.com/124f6e52-ab3f-46df-943a-8cdfb04b3da8.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,0fa9d4cd-16d5-4ef7-9bbc-e34d66e1d9d8,http://images.delivery.walmart.com/cc88a53d-10fc-42bb-bd85-33f514548a1d.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,9f089541-2f5e-497e-9405-e0a778b1b87a,http://images.delivery.walmart.com/8077dc1f-b05b-4001-a546-a8528c2253b6.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,01cd8cb2-c9fb-4bcf-b37e-b49a6ff5124e,http://images.delivery.walmart.com/ab93c0d4-bdc0-4ff0-a350-e71b2e7ad824.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,653ca543-4a94-49a6-beb8-80ac9c4e1810,http://images.delivery.walmart.com/58b59b26-4b3a-4c26-a846-7d7de59b1982.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,074348d6-5fb0-48ac-b2ca-7df53671d250,http://images.delivery.walmart.com/68d1f016-7157-4ef9-a622-54fe38be7974.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,f6538360-d556-4cf3-904a-0cb1d7067e77,http://images.delivery.walmart.com/0f173b54-b61b-400a-bd33-4a88b0e9d3fc.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,b58f73ab-cbae-4cfa-81f2-f22c8ccb749c,http://images.delivery.walmart.com/0efb0acf-9241-4e22-9f6f-f27d583dc920.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,a742863e-1da7-4a11-b822-117b5feaaccc,http://images.delivery.walmart.com/7892ffcd-b2af-48e8-9874-990e9dda33c2.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,c131d2dd-8ab5-4253-9445-9a85bdf53555,http://images.delivery.walmart.com/fdc93775-7cb5-4c3c-a53e-4cfc7b976faa.jpeg,http://images.delivery.walmart.com/4259f203-0d0e-4d7b-a835-e8b812b0e62c.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,87c04090-5c04-4280-894c-4360fcf759a7,http://images.delivery.walmart.com/03c15fa0-860d-4d54-be0d-a017ba2b0934.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,c6be7222-158c-4abf-92fe-31735eb1ea0c,http://images.delivery.walmart.com/88464df5-82f0-4381-a3ce-8f6b04c8e553.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,06ef924f-6769-c136-d572-1d4515c59dd2,http://images.delivery.walmart.com/d0b81d5e-822f-435d-b93c-95b40d7c8dcb.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7d5e8821-5df8-49c5-959a-958fd5d71039,http://images.delivery.walmart.com/e56d363d-f776-4e87-9e2b-124ab42ed4bc.jpeg,null,unacceptable,TRUE,Yes,,Finger
7/6/2026,2.00015E+14,517c54a5-9541-401f-a931-42e9c6c0fa8b,http://images.delivery.walmart.com/939a1e6c-288d-4b28-b40f-04db676034c3.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,b2dae066-7147-4cb3-a433-c4a9902535c8,http://images.delivery.walmart.com/463054d6-c366-4b4d-aaba-5f0dbcaf5df2.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,9e1c3ef6-dbae-478e-bd6c-2e9355a0290f,http://images.delivery.walmart.com/23d05dca-0365-408a-b751-54c6d6641451.jpeg,http://images.delivery.walmart.com/3bb4d73e-4144-4f09-822c-cef72d25e335.jpeg,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,343a5d97-38bc-deb6-9b9a-e245935d9167,http://images.delivery.walmart.com/44ab59d7-e582-4321-b360-055d309db4c9.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,896764b5-1907-404c-9e4b-038a7dd30a7f,http://images.delivery.walmart.com/c800d18e-f1ed-49bd-9f34-03f74a8f07fe.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,5854e513-fb72-420f-8848-816b2641ed06,http://images.delivery.walmart.com/87b74735-5c65-4488-adc6-6f3e60516d95.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,a95cb339-9b0e-47f9-9078-40adce4ad73b,http://images.delivery.walmart.com/22b18752-d874-4bba-a42f-1e37002e1c1c.jpeg,http://images.delivery.walmart.com/0d634105-491f-42ab-941a-26cccaa9ad86.jpeg,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,5d33e837-da67-4422-9500-57e93de0d2ed,http://images.delivery.walmart.com/c4a189c5-e2fc-4482-ac35-9e2f30cfda2a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,530eed94-4d3e-4309-89a2-ff9ab6222f6f,http://images.delivery.walmart.com/b16ed96e-0d8a-4afe-9564-cd262d2cf562.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,ca0583e8-9cd4-4cdf-bd6b-94a36afc00af,http://images.delivery.walmart.com/ae058a50-70bb-4ca6-a7cb-2a128341a8ef.jpeg,http://images.delivery.walmart.com/6bf8e16f-4067-43ea-946c-fb9d87959d13.jpeg,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,47252ede-e752-42cc-9904-8314253053a3,http://images.delivery.walmart.com/cf82ad99-8194-41e0-8684-990b41ecf2fc.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,e10a2fec-0b89-489f-8083-1a1b04bfbe76,http://images.delivery.walmart.com/a776895c-e72b-4309-a134-08afe5808d9d.jpeg,http://images.delivery.walmart.com/d726155d-0345-430d-bd62-b3080c47437c.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,2b207f40-a573-491e-a68a-87c75ff91890,http://images.delivery.walmart.com/a8799044-1d9c-4308-bff4-b13c32f63854.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,9d0783e7-ed68-430a-adf9-73f7d9adaaa7,http://images.delivery.walmart.com/d166bd03-1dfa-4c27-a778-3603b67d21e9.jpeg,http://images.delivery.walmart.com/aed1bf28-365a-4d44-8e2b-2dc22e2cf450.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,919f1797-1a0f-4311-9479-5f1bfcf30692,http://images.delivery.walmart.com/e8586111-8cd1-43d5-aad1-ede04cd3492e.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,a2c1403b-1bc6-4af8-9872-081405f69c56,http://images.delivery.walmart.com/bdf8c3be-4813-4726-9b45-69397d11546a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,01a97a5a-87d9-4721-98c5-f35cfc6ca04d,http://images.delivery.walmart.com/bc0f0943-7fca-47fe-bdbe-c0ea779e8195.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,d81d7fed-2560-4a00-888f-294c9e8ad53e,http://images.delivery.walmart.com/c8ff2a22-eeb5-4aa1-8434-8c00800799b0.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,9278a02b-dfe9-45df-abf6-3b5f0c58c55e,http://images.delivery.walmart.com/e522c632-dfe5-4fec-bc4c-dc95fcb63f8a.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,267256e4-d241-4962-ac4f-782c7f25fd1c,http://images.delivery.walmart.com/4a1c219c-bcfe-4dc8-a5b2-6a6d1cd9db97.jpeg,http://images.delivery.walmart.com/948553ee-81f6-42c6-b665-5b08c4f0fcd3.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,b11d300d-da53-4c6f-8264-5f3c1228bd3b,http://images.delivery.walmart.com/7b79002f-ddda-43c4-8072-6cf58c468bbc.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,4bf1d43b-8a05-28ab-b816-17387e6bf571,http://images.delivery.walmart.com/7994debd-1465-4a83-a83d-c086b272031d.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,e414cf1b-abd7-4183-b907-5678cf239f5d,http://images.delivery.walmart.com/85bbf365-6a3b-41de-af3e-9b13083856a7.jpeg,http://images.delivery.walmart.com/59f1af96-e072-4f50-8b57-b24526ff375e.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7afa0361-0c16-089c-f21a-ac44aa137616,http://images.delivery.walmart.com/44bd2ca6-7cf0-4245-a266-0c1404d633d7.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,c304f834-5e94-4a82-bebc-da876b679976,http://images.delivery.walmart.com/fe45a19a-6923-4313-b912-a80889fa2784.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,f3f7e8d8-d2f5-446c-92ec-7207582cb000,http://images.delivery.walmart.com/0e2d5f33-8224-4dce-a9cf-164731ec7057.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,84f3a837-136c-41ce-896b-9455ef055718,http://images.delivery.walmart.com/ee1f3c55-1ef1-46c6-b85f-5d006a4b2901.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,8215ca3c-1206-9d4f-465f-611eb9174f40,http://images.delivery.walmart.com/8b15ebcb-0711-4505-8b24-e32fc5d5f8d5.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,d4f19d5f-e173-4dfb-b7b0-1eb16e2d12da,http://images.delivery.walmart.com/1e9b5a2c-7198-4765-9500-ab67f66b8a02.jpeg,null,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,b016d322-dc1b-5fef-5a28-273738e42d9a,http://images.delivery.walmart.com/52f5be3c-5a97-41e5-8354-286ea93c7be8.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,4db8a1da-0d5f-428b-9695-d52612a4e4f6,http://images.delivery.walmart.com/d000eee7-d318-4992-9e4c-c99af3806d33.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,696c5121-6048-4fd2-a78f-a4b10b4d96ea,http://images.delivery.walmart.com/2a7de32a-3eb8-41a7-95d1-adc99e780cae.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,0e36a3f9-0ca5-4a65-d829-93d395484a85,http://images.delivery.walmart.com/b1c5267b-3ced-4488-9961-a4fcbebe8e52.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,dde9b8c1-88e5-4254-b6ac-1834bb83cdb0,http://images.delivery.walmart.com/3dabd76f-582d-46e4-aee9-a5ea4a59814f.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,404154b3-fa0d-4ccb-ade8-8d272dae10b6,http://images.delivery.walmart.com/2d4d2dd5-c467-4e6e-b77e-fc0c1d07efcd.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,ced5c2b9-fc3e-4767-a44b-b98d34284028,http://images.delivery.walmart.com/f8ee58fb-f580-4291-a9f8-d4e7588076be.jpeg,http://images.delivery.walmart.com/b88c1d86-ef37-476c-8c19-6fa678d6eae9.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,3b836686-560d-7be4-2d28-8f14a30a88a8,http://images.delivery.walmart.com/8133fc5d-a80a-4ab7-a925-4538224f8da9.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,01972cd9-66ba-e3cc-b891-e2a6df6847ad,http://images.delivery.walmart.com/37b7d1ef-7a40-4480-93d8-66a1743caffb.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,a12f2c2d-bfa3-45e2-b59a-3c8b1541a322,http://images.delivery.walmart.com/86fc0d59-dc33-4e8b-a823-22369fcbca7e.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,cd451388-bf0b-b121-c0f1-f5da24193b26,http://images.delivery.walmart.com/9ad88902-db1d-40a6-b33d-b5604438e7a0.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,786f6447-22b1-4934-ab48-51998bc43e57,http://images.delivery.walmart.com/e2237c7d-b37f-49fa-804c-07267784c419.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,4b611def-628e-4b0b-a9b6-bf3b355850a4,http://images.delivery.walmart.com/c83dd893-10af-4510-874b-a29e53b5f5c8.jpeg,http://images.delivery.walmart.com/66f44ad5-96bd-4655-a99e-8228dbfb0cf3.jpeg,unacceptable,TRUE,Yes,,Bodypart
7/6/2026,2.00015E+14,54a084b6-ad65-40c1-9141-487d29506c7c,http://images.delivery.walmart.com/26e13483-a4fa-465b-9588-2b7c1ca94a9e.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,6904c119-d3d7-4873-af2b-17f042d5ab17,http://images.delivery.walmart.com/9ae43427-0e8d-4ca9-b309-fe9b9bb5f66d.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,ab6772af-5970-4b4b-8543-c7495708a25e,http://images.delivery.walmart.com/50c1b9fd-7755-4300-b772-dfd173792b29.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,db96f5bc-24e6-4ce7-87e2-59fcc6efa646,http://images.delivery.walmart.com/80dc59ac-ebde-4d8d-9166-9804827ad44d.jpeg,http://images.delivery.walmart.com/6cce9e64-6b88-4b2b-9c60-e7213cee33ba.jpeg,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,03d419a9-9aa9-4f6f-b3d1-68617ad50fe5,http://images.delivery.walmart.com/89ae55de-5aa2-48ba-975d-93a6db7b9589.jpeg,null,unacceptable,TRUE,,,
7/6/2026,2.00015E+14,7a8712cc-7b53-4d26-b245-41a652f429a8,http://images.delivery.walmart.com/2ca2e134-dd9f-4d03-bc6b-6596e1f131f0.jpeg,null,unacceptable,TRUE,,,
